condition.1	condition.2	rg	rg.SE	partial_rg	partial_rg.SE	rg_cov	diff.T	diff.P
T2D	CHD	0.37047220447993623	0.017339737955649605	0.2341210814603	0.021705311828960575	3.230294976325076e-4	12.160252132473351	5.060226827082479e-34
