condition.1	condition.2	rg	rg.SE	partial_rg	partial_rg.SE	rg_cov	diff.T	diff.P
T2D	CHD	0.37047220447993623	0.017339737955649605	0.20931126052637697	0.02307154268762906	3.389937898052048e-4	12.945801967250112	2.481581392234258e-38
